"title","journal","year","otros_investigadores"
"Survey on Baire-type properties in metrizable c0 (Ω, X)","",NA,"S López-Alfonso;M López-Pellicer;S Moll-López"
"Conjuntos absolutamente convexos en espacios infratonelados","",NA,"ML Pellicer"
"Un ejemplo de un C (X) metrizable, ultrabornológico y no completo","",NA,"ML Pellicer"
"Topological groups and spacesC (X) with ordered bases","",NA,"M Lopez-Pellicer;JC Ferrando;J Kakol"
"Complemented copies of£¥¤ in¦ § ¤©","",NA,"JC Ferrando;M Lopez-Pellicer"
"On properties G, N and wN in Boolean rings","orkshop on",NA,"M López-Pellicer"
"En torno al casi centenario Análisis Funcional","",NA,"RA DE CIENCIAS;FYN EXACTAS"
"REGULAR»","",NA,"ML PELLICER"
"1.-Banach, Steinhaus y los desarrollos ortogonales.","",NA,"ML PELLICER"
"Sobre unas propiedades de los espacios C (X) no hereditarias en los espacios C*(X)","",NA,"ML Pellicer"
"CIENCIA PARA TODOS 2012","",NA,"ML Pellicer"
"On suprabarrelledness of c0 (Ω, X)","",NA,"ML Pellicer;S Moll"
"DEL SEMINARIO DE MATEMÁTICAS FUNDAMENTALES","",NA,"M LÓPEZ-PELLICER"
"Kvalita časopisu: na (AIS), na (SJR)| Citovanost počet: 56| kvartil: na| Kvalita","",NA,"J Kąkol;W Kubiś;M López-Pellicer"
"On the separable quotient problem","",NA,"JC Ferrando;J Kakol;M López-Pellicer;W Sliwa"
